ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
496,1/31/2023,379,9,29.8 °C,30.37%,Tuesday,0,34.8 kg,Intermediate,Meat,47.23
120,1/30/2023,273,6,24.8 °C,71.87%,Monday,0,36.8 kg,Intermediate,Vegetables,37.97
521,1/29/2023,459,16,25.4 °C,64.62%,Sunday,0,30.1 kg,Beginner,Meat,60.69
892,1/28/2023,422,14,26.0 °C,67.93%,Saturday,0,20.0 kg,Intermediate,Meat,41.67
930,1/27/2023,157,10,10.1 °C,62.95%,Friday,0,17.0 kg,Intermediate,Dairy,24.28
31,1/26/2023,153,15,12.8 °C,48.37%,Thursday,0,18.2 kg,Expert,Meat,27.05
982,1/25/2023,322,19,23.2 °C,31.47%,Wednesday,0,18.9 kg,Unknown,Vegetables,32.7
1008,1/23/2023,117,5,30.4 °C,46.82%,Monday,0,22.4 kg,Expert,Meat,37.55
811,1/22/2023,227,5,12.2 °C,73.39%,Sunday,0,32.2 kg,Intermediate,Dairy,34.23
844,1/20/2023,355,9,32.9 °C,36.26%,Friday,0,5.7 kg,Intermediate,Meat,30.09
399,1/18/2023,352,8,29.8 °C,83.07%,Wednesday,0,37.2 kg,Unknown,Meat,51.9
204,1/17/2023,290,11,17.4 °C,78.55%,Tuesday,0,39.8 kg,Unknown,Meat,42.27
233,1/16/2023,215,13,14.6 °C,79.32%,Monday,1,37.5 kg,Expert,Dairy,49.33
948,1/15/2023,287,12,30.0 °C,86.23%,Sunday,0,13.0 kg,Unknown,Vegetables,34.46
926,1/14/2023,198,10,31.5 °C,30.34%,Saturday,0,42.4 kg,Intermediate,Meat,43.36
238,1/13/2023,194,7,13.1 °C,34.14%,Friday,0,8.0 kg,Unknown,Dairy,10.82
843,1/12/2023,280,15,23.1 °C,67.97%,Thursday,0,31.5 kg,Intermediate,Vegetables,43.3
524,1/11/2023,401,16,30.6 °C,50.51%,Wednesday,0,31.7 kg,Expert,Meat,256.33
695,1/10/2023,448,15,34.4 °C,32.65%,Tuesday,0,24.6 kg,Expert,Grains,40.02
825,1/9/2023,379,15,31.2 °C,30.14%,Monday,0,22.3 kg,Beginner,Dairy,45.18
667,1/8/2023,136,5,27.9 °C,35.39%,Sunday,0,40.6 kg,Unknown,Meat,31.93
190,1/6/2023,479,6,24.5 °C,42.04%,Friday,0,12.4 kg,Unknown,Dairy,38.44
600,1/5/2023,198,15,23.3 °C,89.43%,Thursday,0,19.7 kg,Unknown,Grains,36.07
514,1/4/2023,105,6,33.2 °C,77.60%,Wednesday,0,16.5 kg,Intermediate,Dairy,31.4
504,1/3/2023,472,11,26.8 °C,61.71%,Tuesday,1,18.3 kg,Expert,Meat,53.28
997,1/2/2023,145,6,23.1 °C,73.98%,Monday,0,32.5 kg,Unknown,Meat,36.97
295,1/1/2023,257,10,25.4 °C,50.00%,Sunday,0,41.4 kg,Expert,Meat,35.53
690,12/31/2022,319,15,14.2 °C,79.19%,Saturday,0,33.2 kg,Intermediate,Vegetables,53.13
416,12/30/2022,271,14,14.9 °C,68.67%,Friday,1,19.2 kg,Expert,Meat,42.47
229,12/29/2022,116,13,22.0 °C,67.95%,Thursday,0,31.5 kg,Expert,Grains,34.64
200,12/28/2022,148,8,14.9 °C,61.63%,Wednesday,0,10.5 kg,Intermediate,Meat,33.34
510,12/27/2022,291,19,19.5 °C,82.32%,Tuesday,0,27.3 kg,Beginner,Meat,41.36
319,12/26/2022,134,7,26.4 °C,31.83%,Monday,0,17.4 kg,Beginner,Grains,28.52
837,12/25/2022,103,13,33.9 °C,85.76%,Sunday,0,33.9 kg,Beginner,Dairy,40.97
357,12/24/2022,246,14,11.8 °C,75.76%,Saturday,0,16.4 kg,Unknown,Vegetables,30.55
228,12/22/2022,416,13,20.8 °C,43.24%,Thursday,0,21.3 kg,Beginner,Grains,40.85
511,12/21/2022,466,8,30.6 °C,88.29%,Wednesday,0,37.2 kg,Beginner,Vegetables,57.51
621,12/20/2022,383,14,29.2 °C,31.85%,Tuesday,0,6.4 kg,Expert,Dairy,35.35
0,12/19/2022,196,13,27.9 °C,45.36%,Monday,0,7.7 kg,Intermediate,Dairy,28.95
82,12/17/2022,376,13,23.7 °C,44.42%,Saturday,0,10.8 kg,Unknown,Grains,25.89
603,12/16/2022,325,19,19.9 °C,47.91%,Friday,0,9.7 kg,Unknown,Grains,28.31
171,12/13/2022,363,12,23.2 °C,33.57%,Tuesday,0,15.9 kg,Unknown,Dairy,35.18
1002,12/12/2022,150,7,13.7 °C,89.77%,Monday,0,45.9 kg,Beginner,Dairy,39.13
28,12/11/2022,464,11,12.7 °C,58.59%,Sunday,0,23.7 kg,Intermediate,Vegetables,45.69
1040,12/10/2022,329,10,30.3 °C,78.40%,Saturday,0,19.4 kg,Intermediate,Dairy,43.91
268,12/9/2022,137,19,32.9 °C,65.48%,Friday,0,13.2 kg,Intermediate,Meat,21.12
613,12/8/2022,257,5,31.2 °C,66.13%,Thursday,0,36.2 kg,Expert,Dairy,34.94
999,12/6/2022,121,11,23.6 °C,57.36%,Tuesday,0,46.0 kg,Unknown,Meat,44.78
484,12/5/2022,474,10,22.5 °C,83.67%,Monday,0,19.3 kg,Beginner,Meat,45.32
956,12/4/2022,470,8,29.0 °C,73.54%,Sunday,1,24.8 kg,Expert,Dairy,66.95
198,12/3/2022,275,18,26.1 °C,51.74%,Saturday,0,10.9 kg,Beginner,Meat,27.32
551,12/2/2022,132,14,14.2 °C,85.12%,Friday,0,28.1 kg,Expert,Meat,28.31
75,11/30/2022,294,9,10.4 °C,56.47%,Wednesday,0,23.6 kg,Beginner,Meat,28.11
224,11/29/2022,234,18,21.1 °C,63.76%,Tuesday,0,38.5 kg,Unknown,Grains,53.39
306,11/28/2022,491,5,23.6 °C,61.35%,Monday,1,19.9 kg,Unknown,Vegetables,50.23
1045,11/27/2022,483,11,24.9 °C,59.49%,Sunday,0,36.5 kg,Intermediate,Dairy,43.07
360,11/26/2022,403,15,23.7 °C,48.15%,Saturday,0,7.0 kg,Expert,Meat,35.98
196,11/25/2022,376,10,19.5 °C,59.52%,Friday,0,26.3 kg,Unknown,Meat,45.77
425,11/23/2022,388,12,25.3 °C,35.62%,Wednesday,0,42.2 kg,Beginner,Meat,56.56
770,11/22/2022,167,18,25.8 °C,60.77%,Tuesday,0,8.1 kg,Intermediate,Meat,19.7
554,11/21/2022,260,17,18.2 °C,86.95%,Monday,0,15.1 kg,Expert,Vegetables,30.58
154,11/20/2022,268,7,26.2 °C,88.18%,Sunday,0,19.2 kg,Beginner,Meat,41.54
651,11/19/2022,307,10,17.4 °C,32.07%,Saturday,0,14.0 kg,Beginner,Dairy,33.21
39,11/18/2022,262,13,19.4 °C,58.01%,Friday,0,34.5 kg,Intermediate,Dairy,44.55
627,11/17/2022,409,14,31.7 °C,70.85%,Thursday,0,16.0 kg,Expert,Grains,43.59
147,11/16/2022,293,19,17.9 °C,33.46%,Wednesday,1,20.7 kg,Intermediate,Meat,246.36
231,11/15/2022,437,16,32.0 °C,62.96%,Tuesday,0,47.2 kg,Beginner,Meat,64.25
832,11/14/2022,465,5,32.5 °C,74.75%,Monday,1,31.5 kg,Intermediate,Meat,55.95
400,11/13/2022,483,14,21.0 °C,32.28%,Sunday,0,36.5 kg,Beginner,Vegetables,59.75
1006,11/12/2022,448,19,33.1 °C,57.51%,Saturday,0,37.9 kg,Intermediate,Meat,63.98
185,11/11/2022,252,12,29.1 °C,51.21%,Friday,0,18.6 kg,Beginner,Grains,31.51
230,11/9/2022,211,12,12.7 °C,65.58%,Wednesday,0,23.4 kg,Intermediate,Dairy,21.99
265,11/7/2022,353,8,12.3 °C,84.42%,Monday,0,24.5 kg,Intermediate,Meat,43.94
51,11/6/2022,439,8,28.8 °C,72.65%,Sunday,1,30.7 kg,Expert,Meat,63.61
176,11/5/2022,203,16,34.8 °C,81.15%,Saturday,0,37.9 kg,Unknown,Vegetables,44.9
246,11/4/2022,212,16,31.7 °C,38.88%,Friday,0,5.5 kg,Intermediate,Meat,22.75
37,11/3/2022,174,15,18.0 °C,73.85%,Thursday,0,49.7 kg,Intermediate,Vegetables,43.2
257,11/2/2022,215,16,25.1 °C,57.69%,Wednesday,0,39.6 kg,Expert,Vegetables,47.74
612,11/1/2022,260,12,14.0 °C,77.55%,Tuesday,0,33.5 kg,Unknown,Meat,36.8
743,10/31/2022,219,19,18.7 °C,49.55%,Monday,0,7.7 kg,Beginner,Vegetables,31.96
382,10/30/2022,153,5,24.4 °C,48.03%,Sunday,0,30.6 kg,Expert,Meat,35
660,10/29/2022,251,13,26.7 °C,74.07%,Saturday,0,32.8 kg,Unknown,Meat,45.07
423,10/28/2022,230,6,30.7 °C,76.94%,Friday,0,35.4 kg,Expert,Meat,40.82
133,10/27/2022,307,18,33.5 °C,42.44%,Thursday,1,25.7 kg,Unknown,Meat,42.64
254,10/26/2022,403,12,25.0 °C,79.01%,Wednesday,0,34.4 kg,Beginner,Meat,54.05
195,10/24/2022,198,14,29.9 °C,89.98%,Monday,0,48.1 kg,Expert,Vegetables,55.7
960,10/23/2022,332,16,12.8 °C,64.98%,Sunday,1,13.2 kg,Intermediate,Dairy,48.77
781,10/21/2022,259,18,31.6 °C,62.69%,Friday,0,28.5 kg,Intermediate,Grains,45.02
243,10/20/2022,136,14,30.8 °C,79.84%,Thursday,0,21.8 kg,Intermediate,Meat,24.74
421,10/19/2022,239,19,16.1 °C,44.10%,Wednesday,0,37.9 kg,Beginner,Meat,42.2
26,10/18/2022,353,11,10.4 °C,70.64%,Tuesday,1,17.3 kg,Expert,Meat,45.98
247,10/17/2022,403,12,19.4 °C,60.45%,Monday,0,41.5 kg,Beginner,Vegetables,44.25
927,10/16/2022,484,10,34.5 °C,40.63%,Sunday,1,13.8 kg,Intermediate,Meat,53
644,10/15/2022,101,10,26.5 °C,72.54%,Saturday,0,5.8 kg,Beginner,Meat,16.57
152,10/14/2022,468,12,16.4 °C,79.61%,Friday,0,32.6 kg,Unknown,Grains,55.88
509,10/13/2022,159,14,34.1 °C,51.37%,Thursday,0,38.3 kg,Intermediate,Meat,40.62
575,10/12/2022,211,18,15.9 °C,80.31%,Wednesday,0,33.4 kg,Beginner,Meat,35.66
842,10/10/2022,243,8,28.3 °C,40.10%,Monday,0,37.9 kg,Intermediate,Meat,43.91
315,10/9/2022,351,9,14.7 °C,61.94%,Sunday,0,48.3 kg,Intermediate,Vegetables,53.66
251,10/8/2022,362,15,14.1 °C,58.67%,Saturday,0,35.9 kg,Expert,Dairy,48.04
513,10/6/2022,397,14,33.5 °C,76.41%,Thursday,0,43.0 kg,Expert,Dairy,62.68
85,10/5/2022,250,8,13.6 °C,88.24%,Wednesday,0,34.1 kg,Intermediate,Vegetables,43.95
1036,10/4/2022,366,8,13.3 °C,31.86%,Tuesday,0,33.3 kg,Intermediate,Vegetables,42.55
113,10/3/2022,228,7,13.1 °C,39.10%,Monday,0,24.7 kg,Beginner,Grains,27.86
1009,10/1/2022,437,19,18.6 °C,35.29%,Saturday,0,19.9 kg,Expert,Meat,50.82
508,9/30/2022,138,15,23.0 °C,62.72%,Friday,0,10.1 kg,Intermediate,Meat,20.16
584,9/29/2022,227,6,16.4 °C,89.69%,Thursday,0,31.5 kg,Beginner,Dairy,36.32
966,9/28/2022,407,17,24.5 °C,56.65%,Wednesday,0,14.4 kg,Intermediate,Dairy,41.7
969,9/27/2022,298,16,34.3 °C,58.44%,Tuesday,0,32.8 kg,Beginner,Meat,47.98
601,9/26/2022,451,8,18.1 °C,52.49%,Monday,0,7.3 kg,Beginner,Dairy,170.55
815,9/25/2022,247,19,22.6 °C,52.22%,Sunday,1,12.6 kg,Beginner,Dairy,42.58
316,9/24/2022,246,17,27.2 °C,80.13%,Saturday,0,27.1 kg,Beginner,Dairy,44.27
127,9/23/2022,445,9,22.0 °C,37.80%,Friday,0,10.2 kg,Beginner,Meat,32.13
491,9/22/2022,351,12,19.9 °C,59.27%,Thursday,0,48.3 kg,Intermediate,Dairy,51.95
749,9/20/2022,358,19,24.6 °C,48.79%,Tuesday,0,48.6 kg,Unknown,Grains,58.7
98,9/18/2022,425,8,12.2 °C,54.85%,Sunday,0,49.5 kg,Beginner,Vegetables,50.26
291,9/17/2022,286,12,14.5 °C,85.54%,Saturday,0,6.0 kg,Intermediate,Vegetables,22.56
838,9/16/2022,223,17,15.6 °C,42.53%,Friday,0,31.1 kg,Beginner,Meat,42.13
550,9/15/2022,300,8,26.0 °C,35.96%,Thursday,0,34.4 kg,Unknown,Grains,42.77
652,9/13/2022,243,19,15.8 °C,61.91%,Tuesday,0,39.5 kg,Expert,Dairy,47.65
742,9/11/2022,494,10,34.7 °C,43.71%,Sunday,0,7.5 kg,Unknown,Dairy,42.16
1033,9/10/2022,297,10,10.9 °C,88.32%,Saturday,1,12.6 kg,Expert,Meat,44.56
962,9/9/2022,197,5,23.5 °C,40.04%,Friday,0,35.3 kg,Intermediate,Grains,36.25
325,9/8/2022,471,14,24.0 °C,36.32%,Thursday,0,17.9 kg,Intermediate,Grains,29.24
284,9/7/2022,424,15,31.6 °C,63.58%,Wednesday,0,9.1 kg,Intermediate,Grains,33.8
197,9/5/2022,393,14,27.6 °C,80.50%,Monday,0,7.1 kg,Unknown,Meat,43.23
788,9/4/2022,354,6,29.5 °C,61.87%,Sunday,0,37.8 kg,Expert,Meat,51.36
637,9/3/2022,222,10,23.3 °C,80.83%,Saturday,0,36.1 kg,Unknown,Meat,45.33
20,9/2/2022,283,8,18.9 °C,36.08%,Friday,1,7.7 kg,Beginner,Dairy,31.32
1019,9/1/2022,302,18,25.1 °C,65.76%,Thursday,1,12.5 kg,Unknown,Meat,49.76
866,8/31/2022,423,5,19.5 °C,77.50%,Wednesday,0,35.6 kg,Intermediate,Grains,43
1004,8/30/2022,346,11,19.0 °C,53.15%,Tuesday,1,39.1 kg,Intermediate,Vegetables,62.05
882,8/29/2022,297,15,16.3 °C,30.40%,Monday,0,40.8 kg,Expert,Grains,56.62
337,8/28/2022,259,9,20.5 °C,52.73%,Sunday,0,49.3 kg,Beginner,Meat,44.96
453,8/27/2022,317,17,24.7 °C,61.03%,Saturday,0,47.2 kg,Intermediate,Vegetables,46.37
585,8/25/2022,152,13,13.6 °C,86.80%,Thursday,0,25.4 kg,Unknown,Grains,27.79
278,8/24/2022,229,10,26.7 °C,75.71%,Wednesday,0,31.5 kg,Intermediate,Dairy,45.31
456,8/23/2022,225,17,21.2 °C,32.69%,Tuesday,0,19.9 kg,Beginner,Meat,31.78
828,8/22/2022,484,8,18.3 °C,68.74%,Monday,0,25.3 kg,Unknown,Vegetables,48.05
821,8/21/2022,324,15,21.1 °C,39.94%,Sunday,0,28.6 kg,Unknown,Meat,50.54
179,8/20/2022,323,11,32.1 °C,60.70%,Saturday,0,45.6 kg,Expert,Dairy,56.33
923,8/19/2022,442,18,15.9 °C,61.55%,Friday,0,42.0 kg,Intermediate,Meat,62.61
691,8/18/2022,153,8,15.9 °C,53.58%,Thursday,0,40.0 kg,Unknown,Dairy,36.61
375,8/17/2022,319,5,19.9 °C,31.65%,Wednesday,0,46.3 kg,Expert,Meat,274.33
343,8/16/2022,229,17,25.0 °C,52.20%,Tuesday,0,10.1 kg,Intermediate,Meat,26.15
556,8/11/2022,212,12,17.8 °C,64.76%,Thursday,0,29.9 kg,Intermediate,Meat,40.8
277,8/10/2022,200,7,26.3 °C,57.01%,Wednesday,0,6.2 kg,Intermediate,Meat,15.03
83,8/7/2022,485,10,24.5 °C,65.42%,Sunday,0,13.7 kg,Expert,Meat,42.17
951,8/5/2022,367,7,20.1 °C,62.55%,Friday,0,44.8 kg,Beginner,Grains,52.07
249,8/4/2022,151,11,12.4 °C,34.66%,Thursday,0,47.9 kg,Intermediate,Grains,234.79
458,8/3/2022,417,7,20.9 °C,54.23%,Wednesday,0,43.5 kg,Beginner,Vegetables,60.42
88,8/2/2022,212,12,11.7 °C,81.11%,Tuesday,0,22.3 kg,Expert,Meat,32.89
378,8/1/2022,279,12,20.3 °C,53.24%,Monday,0,31.9 kg,Beginner,Meat,32.46
77,7/30/2022,195,18,19.3 °C,79.00%,Saturday,0,38.4 kg,Intermediate,Dairy,47.47
209,7/29/2022,259,6,25.8 °C,58.00%,Friday,0,11.4 kg,Intermediate,Grains,20.95
93,7/28/2022,473,11,25.1 °C,42.96%,Thursday,0,5.6 kg,Unknown,Meat,39.05
733,7/27/2022,414,19,20.1 °C,78.48%,Wednesday,0,33.1 kg,Expert,Dairy,52.44
891,7/26/2022,251,5,29.4 °C,84.61%,Tuesday,0,21.8 kg,Unknown,Vegetables,33.17
989,7/25/2022,271,5,15.9 °C,53.96%,Monday,0,29.4 kg,Beginner,Grains,32.7
292,7/24/2022,333,13,30.9 °C,35.06%,Sunday,0,42.7 kg,Intermediate,Dairy,45.64
569,7/23/2022,406,5,21.7 °C,56.93%,Saturday,0,17.8 kg,Expert,Meat,28.64
786,7/22/2022,324,19,19.6 °C,61.95%,Friday,0,40.5 kg,Intermediate,Meat,48.02
971,7/21/2022,264,19,19.0 °C,71.69%,Thursday,0,42.1 kg,Expert,Vegetables,52.02
919,7/20/2022,417,11,17.1 °C,79.20%,Wednesday,1,41.9 kg,Intermediate,Meat,64.78
57,7/19/2022,236,5,34.8 °C,89.48%,Tuesday,0,6.0 kg,Expert,Vegetables,21.23
6,7/18/2022,297,10,26.4 °C,79.74%,Monday,0,26.5 kg,Intermediate,Meat,44.16
778,7/17/2022,458,17,29.8 °C,61.80%,Sunday,0,5.6 kg,Intermediate,Dairy,35.47
331,7/16/2022,358,7,24.9 °C,74.46%,Saturday,0,23.7 kg,Beginner,Meat,181.14
604,7/15/2022,332,18,25.2 °C,68.27%,Friday,0,12.4 kg,Expert,Grains,34.86
436,7/13/2022,220,11,10.7 °C,39.26%,Wednesday,0,16.1 kg,Unknown,Dairy,27.47
45,7/12/2022,382,12,24.7 °C,36.94%,Tuesday,0,5.7 kg,Intermediate,Vegetables,27.95
676,7/11/2022,476,12,22.9 °C,38.33%,Monday,0,25.0 kg,Expert,Meat,45.92
655,7/10/2022,484,6,23.6 °C,60.13%,Sunday,0,26.0 kg,Unknown,Vegetables,47.39
1026,7/9/2022,324,13,22.6 °C,65.92%,Saturday,0,47.1 kg,Beginner,Meat,60.63
583,7/8/2022,289,14,29.2 °C,83.28%,Friday,0,14.8 kg,Intermediate,Meat,40.84
771,7/6/2022,447,13,25.7 °C,68.77%,Wednesday,0,27.7 kg,Beginner,Grains,48.45
465,7/5/2022,227,8,31.2 °C,54.76%,Tuesday,0,16.9 kg,Intermediate,Meat,27.46
29,7/4/2022,430,18,20.4 °C,74.99%,Monday,0,14.0 kg,Expert,Grains,40.63
785,7/3/2022,385,14,34.0 °C,49.26%,Sunday,0,24.9 kg,Intermediate,Meat,44.73
234,7/2/2022,439,18,14.4 °C,54.25%,Saturday,0,13.9 kg,Unknown,Grains,31.35
415,7/1/2022,143,15,31.0 °C,84.02%,Friday,0,42.6 kg,Intermediate,Grains,54.33
659,6/30/2022,207,7,15.1 °C,62.98%,Thursday,0,45.8 kg,Intermediate,Vegetables,46.37
557,6/29/2022,127,9,20.5 °C,65.78%,Wednesday,0,38.9 kg,Intermediate,Grains,34.75
135,6/28/2022,383,9,15.5 °C,35.54%,Tuesday,0,25.7 kg,Intermediate,Meat,36.53
347,6/27/2022,233,9,20.1 °C,69.76%,Monday,0,13.5 kg,Intermediate,Vegetables,27.48
498,6/26/2022,161,7,12.0 °C,78.02%,Sunday,0,10.7 kg,Unknown,Vegetables,28.27
636,6/25/2022,144,18,22.3 °C,69.92%,Saturday,0,10.2 kg,Expert,Meat,28.96
124,6/24/2022,269,16,23.6 °C,45.40%,Friday,0,6.1 kg,Beginner,Grains,22.43
672,6/21/2022,185,13,10.5 °C,79.78%,Tuesday,0,30.5 kg,Intermediate,Meat,42.84
873,6/20/2022,342,15,14.0 °C,73.05%,Monday,0,15.2 kg,Intermediate,Meat,40.19
441,6/19/2022,286,12,11.1 °C,30.13%,Sunday,0,5.6 kg,Intermediate,Meat,20.85
140,6/18/2022,426,17,20.8 °C,81.77%,Saturday,0,44.3 kg,Beginner,Meat,60.15
541,6/17/2022,259,16,31.8 °C,73.28%,Friday,0,20.4 kg,Intermediate,Dairy,36.1
1010,6/16/2022,112,10,28.6 °C,87.24%,Thursday,0,32.8 kg,Expert,Dairy,34.31
263,6/15/2022,135,12,21.8 °C,73.11%,Wednesday,0,40.4 kg,Intermediate,Dairy,40.61
433,6/14/2022,128,5,18.2 °C,47.80%,Tuesday,0,11.7 kg,Expert,Grains,20.47
374,6/13/2022,270,7,25.4 °C,70.48%,Monday,0,45.3 kg,Unknown,Vegetables,45.55
711,6/12/2022,242,7,22.0 °C,45.49%,Sunday,0,5.5 kg,Unknown,Vegetables,27.74
972,6/11/2022,336,16,26.3 °C,70.26%,Saturday,0,49.8 kg,Unknown,Meat,62.62
709,6/10/2022,330,6,24.8 °C,82.94%,Friday,0,24.0 kg,Expert,Meat,41.5
869,6/9/2022,321,13,28.1 °C,73.79%,Thursday,0,26.1 kg,Expert,Grains,43.1
12,6/8/2022,487,15,21.0 °C,53.39%,Wednesday,0,41.1 kg,Expert,Meat,61.21
945,6/6/2022,151,9,11.0 °C,85.77%,Monday,0,22.7 kg,Intermediate,Meat,35.92
356,6/5/2022,340,18,22.0 °C,57.04%,Sunday,0,19.7 kg,Expert,Vegetables,44.24
642,6/4/2022,330,6,29.6 °C,32.69%,Saturday,0,49.5 kg,Intermediate,Meat,54.96
578,6/3/2022,451,16,24.9 °C,70.53%,Friday,1,19.5 kg,Intermediate,Meat,40.83
730,6/1/2022,278,18,26.5 °C,64.49%,Wednesday,0,13.8 kg,Intermediate,Vegetables,40.82
753,5/31/2022,479,9,22.1 °C,82.79%,Tuesday,0,18.8 kg,Expert,Vegetables,42.23
616,5/30/2022,141,5,25.3 °C,61.90%,Monday,0,21.2 kg,Expert,Meat,34.98
381,5/29/2022,445,19,29.6 °C,79.09%,Sunday,0,46.2 kg,Intermediate,Grains,55.65
761,5/28/2022,114,18,25.6 °C,47.07%,Saturday,0,40.6 kg,Unknown,Grains,49.27
762,5/27/2022,306,7,33.7 °C,79.00%,Friday,0,19.2 kg,Expert,Vegetables,36.62
454,5/26/2022,492,11,33.4 °C,46.67%,Thursday,0,14.0 kg,Beginner,Vegetables,47.93
426,5/25/2022,382,10,17.5 °C,32.66%,Wednesday,0,27.6 kg,Intermediate,Vegetables,40.8
775,5/24/2022,458,12,25.3 °C,53.81%,Tuesday,0,26.2 kg,Intermediate,Meat,51.8
623,5/23/2022,497,19,25.4 °C,43.11%,Monday,1,19.4 kg,Expert,Meat,54.47
30,5/22/2022,354,15,24.9 °C,56.31%,Sunday,0,28.6 kg,Intermediate,Meat,43.08
443,5/21/2022,317,13,32.4 °C,57.77%,Saturday,1,32.7 kg,Intermediate,Vegetables,46.93
138,5/20/2022,104,5,13.1 °C,47.09%,Friday,0,21.7 kg,Unknown,Dairy,24.46
933,5/19/2022,356,13,19.9 °C,80.64%,Thursday,0,44.2 kg,Intermediate,Meat,50.39
256,5/18/2022,230,9,26.8 °C,80.00%,Wednesday,1,30.1 kg,Expert,Meat,39.16
92,5/17/2022,200,19,11.0 °C,32.97%,Tuesday,0,44.5 kg,Intermediate,Meat,48.46
430,5/16/2022,326,5,30.5 °C,81.25%,Monday,0,12.7 kg,Intermediate,Vegetables,30.04
920,5/15/2022,134,8,27.3 °C,62.22%,Sunday,0,11.7 kg,Unknown,Meat,18.39
389,5/14/2022,313,6,15.0 °C,65.45%,Saturday,0,31.7 kg,Expert,Dairy,41.74
422,5/12/2022,271,17,18.1 °C,56.85%,Thursday,0,28.9 kg,Expert,Meat,42.16
1042,5/11/2022,198,6,19.0 °C,58.18%,Wednesday,0,18.3 kg,Expert,Grains,25.53
795,5/10/2022,392,16,30.6 °C,67.35%,Tuesday,0,16.4 kg,Intermediate,Grains,37.44
937,5/9/2022,315,14,12.1 °C,58.38%,Monday,0,10.2 kg,Beginner,Meat,31.2
650,5/8/2022,161,11,32.1 °C,57.03%,Sunday,0,9.4 kg,Intermediate,Meat,17.2
593,5/7/2022,147,9,23.4 °C,58.18%,Saturday,0,21.4 kg,Unknown,Dairy,27.76
408,5/6/2022,132,14,11.8 °C,44.33%,Friday,0,6.9 kg,Expert,Dairy,27.58
617,5/5/2022,367,12,33.5 °C,84.44%,Thursday,0,14.7 kg,Beginner,Vegetables,33.43
772,5/4/2022,427,6,29.4 °C,66.24%,Wednesday,0,36.4 kg,Intermediate,Dairy,48.88
784,5/3/2022,300,10,18.7 °C,32.39%,Tuesday,0,32.9 kg,Intermediate,Meat,39.36
189,5/1/2022,127,7,22.1 °C,83.49%,Sunday,0,35.4 kg,Intermediate,Dairy,36.07
728,4/30/2022,140,15,10.5 °C,54.42%,Saturday,0,12.3 kg,Intermediate,Meat,27.07
323,4/29/2022,330,17,24.3 °C,46.14%,Friday,0,18.4 kg,Intermediate,Meat,37.39
588,4/28/2022,360,8,12.6 °C,89.03%,Thursday,0,44.1 kg,Intermediate,Dairy,52.93
594,4/27/2022,478,19,13.7 °C,58.37%,Wednesday,0,10.0 kg,Intermediate,Vegetables,50.21
656,4/26/2022,388,15,28.7 °C,46.29%,Tuesday,0,28.6 kg,Expert,Dairy,43.35
530,4/25/2022,262,18,28.1 °C,45.76%,Monday,0,16.8 kg,Intermediate,Grains,30.69
107,4/24/2022,491,9,32.7 °C,88.25%,Sunday,0,13.1 kg,Beginner,Meat,38.18
819,4/23/2022,180,10,33.8 °C,77.21%,Saturday,0,13.9 kg,Expert,Meat,26.39
718,4/22/2022,238,18,28.9 °C,44.05%,Friday,0,11.1 kg,Beginner,Vegetables,33.74
236,4/21/2022,162,14,26.4 °C,37.90%,Thursday,0,37.9 kg,Beginner,Vegetables,39.83
108,4/20/2022,235,5,28.1 °C,70.59%,Wednesday,0,23.7 kg,Intermediate,Dairy,37.03
8,4/18/2022,443,16,19.9 °C,77.33%,Monday,0,22.9 kg,Beginner,Vegetables,52.17
186,4/17/2022,108,5,27.0 °C,56.71%,Sunday,0,25.6 kg,Unknown,Meat,21.39
309,4/15/2022,444,5,13.7 °C,40.23%,Friday,0,32.6 kg,Beginner,Meat,43.88
721,4/14/2022,164,8,34.6 °C,39.89%,Thursday,0,5.0 kg,Unknown,Grains,13.96
34,4/12/2022,114,8,24.8 °C,38.25%,Tuesday,0,25.3 kg,Unknown,Meat,23.02
131,4/11/2022,256,10,18.2 °C,57.87%,Monday,0,44.3 kg,Unknown,Meat,53.02
558,4/10/2022,140,14,26.3 °C,84.64%,Sunday,0,47.4 kg,Intermediate,Meat,59.1
909,4/9/2022,479,10,14.0 °C,34.93%,Saturday,0,10.1 kg,Beginner,Vegetables,32.77
310,4/8/2022,287,9,15.6 °C,71.67%,Friday,0,9.8 kg,Unknown,Meat,22.33
880,4/6/2022,316,17,16.2 °C,87.35%,Wednesday,0,7.8 kg,Unknown,Meat,22.7
288,4/5/2022,379,7,25.2 °C,33.88%,Tuesday,1,12.5 kg,Unknown,Grains,34
571,4/4/2022,152,14,17.6 °C,82.11%,Monday,0,8.5 kg,Intermediate,Grains,30.18
218,4/3/2022,466,12,10.0 °C,31.96%,Sunday,0,26.0 kg,Intermediate,Grains,50.5
998,4/2/2022,437,15,21.6 °C,61.51%,Saturday,1,41.7 kg,Unknown,Grains,79.93
413,4/1/2022,336,19,14.6 °C,74.25%,Friday,0,20.6 kg,Expert,Grains,42.59
532,3/31/2022,307,6,34.2 °C,59.30%,Thursday,0,31.1 kg,Beginner,Meat,49
80,3/30/2022,312,13,32.8 °C,43.21%,Wednesday,0,19.3 kg,Intermediate,Meat,27.26
